strategy,pair,total_return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,num_trades,profit_factor,initial_capital,final_capital,timestamp
mean_reversion,BTC/USDT,6.99,0.81,-3.51,48.84,43,1.41,2000,2139.84,2026-01-22T21:12:27.670366
