Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.023223023153835357,2023-01-09 04:00:00,17207.07924,0.399600399600331,2023-01-11 20:00:00,17943.26,0.41669674243528776,16.280045692852486,0.04074081434636334,Long,Closed,0
1,0,0.022093766807842675,2023-01-12 00:00:00,18233.79234,0.402853155982541,2023-01-13 12:00:00,19261.19,0.42555224030155125,21.870678922679136,0.05428945658706574,Long,Closed,1
2,0,0.021021547468210063,2023-01-13 16:00:00,19371.691004999997,0.40722292200103993,2023-01-14 00:00:00,20967.23,0.4407636207218781,32.69271217804983,0.08028210204228409,Long,Closed,2
3,0,0.01978949294777506,2023-01-14 04:00:00,20907.80868,0.4137549324262295,2023-01-21 16:00:00,23270.5,0.46051139564119953,45.88219688684196,0.11089220524281197,Long,Closed,3
4,0,0.018553335591117263,2023-01-21 20:00:00,22794.941775,0.42292220453151685,2023-02-06 00:00:00,22884.03226,0.42457513019773363,0.8054283314511579,0.0019044361417326972,Long,Closed,4
5,0,0.017097869655552867,2023-02-16 00:00:00,24744.78621,0.4230831292730386,2023-02-16 20:00:00,23517.72,0.4021029111557888,-21.805404157742085,-0.05153929015133714,Long,Closed,5
6,0,0.017556250968694728,2023-02-17 00:00:00,23850.559319999997,0.4187264051656143,2023-02-23 16:00:00,23959.51425,0.4206392452610176,1.0734744449299822,0.0025636655144909786,Long,Closed,6
7,0,0.017268959775645437,2023-03-14 04:00:00,24259.763819999996,0.4189408855742158,2023-03-19 16:00:00,28255.87,0.48794948245586667,68.10170651359812,0.16255684001873374,Long,Closed,7
8,0,0.015455384249638392,2023-03-19 20:00:00,27986.856434999998,0.43254762014231574,2023-03-27 04:00:00,27794.905595000004,0.4295809461531491,-3.8288025555362113,-0.008851748055568568,Long,Closed,8
9,0,0.015397412608017445,2023-03-30 20:00:00,28042.544264999997,0.43178262462674866,2023-04-05 12:00:00,28017.074455,0.4313904554531805,-1.25534225369766,-0.0029073477766334097,Long,Closed,9
10,0,0.014784741433337203,2023-04-10 16:00:00,29187.646529999998,0.43153180699363247,2023-04-17 04:00:00,29838.3,0.4411515503103455,8.747059959349647,0.02026979197729801,Long,Closed,10
11,0,0.014644946819221677,2023-04-17 08:00:00,29585.595405,0.4332794713212138,2023-04-18 12:00:00,30169.767570000004,0.4418346416109289,7.6800561767625295,0.017725409776150048,Long,Closed,11
12,0,0.014909114072581485,2023-04-27 12:00:00,29164.304865,0.4348139480798068,2023-05-03 00:00:00,28506.639550000004,0.42500874087691304,-10.665029891871862,-0.024527800773111015,Long,Closed,12
13,0,0.014733003523477305,2023-05-06 00:00:00,29368.286805,0.4326830729764879,2023-05-08 04:00:00,27975.48,0.41216284541096887,-21.365073483975586,-0.049378112568626314,Long,Closed,13
14,0,0.015328948496702651,2023-05-08 08:00:00,27948.057044999998,0.4284143270256777,2023-05-08 20:00:00,27654.955605000003,0.42392139014764335,-5.345272595242636,-0.012476876374215707,Long,Closed,14
15,0,0.015597274798298772,2023-05-17 16:00:00,27398.782545,0.427346340493159,2023-05-21 04:00:00,27041.462505000003,0.42177312163837777,-6.42233831695054,-0.015028415382096346,Long,Closed,15
16,0,0.01517371212894481,2023-05-28 20:00:00,28079.032499999998,0.4260631560142656,2023-05-31 04:00:00,27167.9,0.4122378937479597,-14.663563316087977,-0.03441640777687034,Long,Closed,16
17,0,0.015607598730859052,2023-05-31 08:00:00,27110.72859,0.42313337313390775,2023-06-02 20:00:00,27228.968705000003,0.42497881740275895,0.9973320782740285,0.002357015876311676,Long,Closed,17
18,0,0.015915794547996024,2023-06-18 04:00:00,26598.27249,0.42333264028241047,2023-06-21 00:00:00,28711.15,0.4569607646366961,32.74783094932233,0.0773572076263064,Long,Closed,18
19,0,0.01488143066749963,2023-06-21 04:00:00,28886.716139999997,0.42987566344908146,2023-06-23 12:00:00,31238.0,0.46486613119135345,34.09572594756053,0.07931532032771965,Long,Closed,19
20,0,0.01413398526094295,2023-06-23 16:00:00,30896.310435,0.43668799630574995,2023-06-30 16:00:00,30357.173820000004,0.42906784733576325,-8.485904813686082,-0.01943242059656592,Long,Closed,20
