Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.31470184475375,2023-01-06 20:00:00,1269.77457,0.399600399600331,2023-01-07 04:00:00,1266.1666,0.3984649647855835,-1.9335001792020794,-0.004838584198453203,Long,Closed,0
1,0,0.30927526709011816,2023-01-08 20:00:00,1290.80508,0.3992140858782136,2023-01-09 12:00:00,1335.68,0.41309278874692906,13.066395994022535,0.03273029799355933,Long,Closed,1
2,0,0.30194564583446376,2023-01-09 16:00:00,1330.78506,0.4018247544084943,2023-01-11 08:00:00,1335.7817750000002,0.40333349074628144,0.7035780925710741,0.0017509575625988204,Long,Closed,2
3,0,0.28916607088608104,2023-01-11 20:00:00,1390.084695,0.4019653294519685,2023-01-14 00:00:00,1556.08,0.449965539584413,47.14827926335022,0.11729439284632943,Long,Closed,3
4,0,0.2646916662363535,2023-01-14 04:00:00,1554.206715,0.4113855650690539,2023-01-15 20:00:00,1551.7437400000001,0.4107336361124309,-1.4740481578299038,-0.0035831304814557203,Long,Closed,4
5,0,0.25672488247290226,2023-01-20 16:00:00,1601.290245,0.4110910499525744,2023-01-22 08:00:00,1623.757715,0.4168590085478433,4.940008536713068,0.012016823371081193,Long,Closed,5
6,0,0.2567253174727079,2023-01-26 08:00:00,1605.1321649999998,0.4120780646452431,2023-01-27 00:00:00,1564.9471350000001,0.40176155006087966,-11.13035419910636,-0.027010304973858434,Long,Closed,6
7,0,0.2544880368739351,2023-01-27 16:00:00,1610.50485,0.40985421765242336,2023-01-28 16:00:00,1576.33144,0.40115749362826325,-9.50773573546883,-0.02319784773700001,Long,Closed,7
8,0,0.2560315304759915,2023-01-29 04:00:00,1593.37629,0.40795457015281045,2023-01-30 08:00:00,1581.55,0.40492666702430435,-3.840784365730022,-0.009414735479715086,Long,Closed,8
9,0,0.2516159017884503,2023-02-01 16:00:00,1618.28874,0.4071871806691547,2023-02-04 04:00:00,1657.3409150000002,0.4170133288986204,9.001947719857652,0.022107640287357108,Long,Closed,9
10,0,0.2433265956723915,2023-02-04 12:00:00,1680.8099849999999,0.4089857716221559,2023-02-05 00:00:00,1659.86965,0.403890431194424,-5.908216630605961,-0.014446019985417667,Long,Closed,10
11,0,0.24392231617921464,2023-02-07 20:00:00,1671.865515,0.40780530875889553,2023-02-09 00:00:00,1619.05,0.3949224260099575,-13.685610483766895,-0.03355917686656735,Long,Closed,11
12,0,0.2644211780730222,2023-02-12 00:00:00,1531.915575,0.4050709210498553,2023-02-13 08:00:00,1486.07,0.39294838009897604,-12.920560252083936,-0.031897032298924065,Long,Closed,12
13,0,0.2672585411009612,2023-02-13 20:00:00,1505.99262,0.4024893905299791,2023-02-15 16:00:00,1628.54,0.4352412245245594,31.91410337949057,0.07929178788406023,Long,Closed,13
14,0,0.24398867050944276,2023-02-15 20:00:00,1675.75746,0.4088658347616274,2023-02-16 20:00:00,1637.84,0.3996144041071857,-10.059910893363853,-0.024604430201969705,Long,Closed,14
15,0,0.2444163173317652,2023-02-17 00:00:00,1664.6018849999998,0.4068558625551759,2023-02-18 08:00:00,1690.6242650000002,0.4132161568430223,5.540222268409648,0.013617162190105553,Long,Closed,15
16,0,0.2468722653091207,2023-02-24 04:00:00,1652.52585,0.40796280007134555,2023-02-24 12:00:00,1602.1385300000002,0.3955235682401247,-13.24271819956701,-0.032460602283467914,Long,Closed,16
17,0,0.2523935387776578,2023-02-26 12:00:00,1605.892545,0.4053169023291616,2023-03-02 12:00:00,1627.4958450000001,0.41076943566548446,4.636446998280805,0.011439066497441454,Long,Closed,17
18,0,0.24631190262739427,2023-03-02 16:00:00,1649.30424,0.4062432653657879,2023-03-03 00:00:00,1565.44,0.3855865048490281,-21.44859028701519,-0.05279740518947531,Long,Closed,18
19,0,0.2561408697889183,2023-03-05 08:00:00,1569.28425,0.4019578327410045,2023-03-08 20:00:00,1532.38,0.39250514604714265,-10.247149672695798,-0.025493096136024865,Long,Closed,19
20,0,0.27581084644955034,2023-03-11 16:00:00,1449.94461,0.3999104501889974,2023-03-12 20:00:00,1580.33,0.4358721549696179,35.12592217539611,0.08783446933879785,Long,Closed,20
21,0,0.25605488049895686,2023-03-13 00:00:00,1589.224215,0.40692861645783296,2023-03-14 12:00:00,1770.03,0.45322482012956866,45.436050235107736,0.11165607037078804,Long,Closed,21
22,0,0.21834374212392604,2023-03-14 16:00:00,1721.16015,0.37580454794556317,2023-03-15 12:00:00,1633.22298,0.35660401717599,-19.93293933470938,-0.0530407081119092,Long,Closed,22
23,0,0.23383882642540132,2023-03-17 08:00:00,1762.0005599999997,0.412024143111239,2023-03-19 00:00:00,1781.62874,0.41661397368736647,3.761192459268012,0.009128572978433459,Long,Closed,23
24,0,0.22658187728928783,2023-03-23 16:00:00,1821.7504199999998,0.41277563011612983,2023-03-24 12:00:00,1766.126495,0.40017225676745,-13.416321235582119,-0.03250269700225999,Long,Closed,24
25,0,0.23212450952078623,2023-03-26 16:00:00,1766.7029099999997,0.41009504645262496,2023-03-27 12:00:00,1710.8841300000001,0.39713813952314714,-13.764140115524324,-0.033563292789277846,Long,Closed,25
